Rank	Russian	English
6717	пакет	bag, package, parcel, packet, paper-bag
6718	надписать	superscribe, inscribe
6719	свойственно	
6720	паутина	cobweb, web, gossamer
6721	подражание	imitation
6722	влиятельный	influential
6723	скрывание	
6724	строка	line
6725	заразиться	to contract, to infect, to spread, to catch
6726	пахитоска	
6727	непонимание	incomprehension, lack of understanding, misunderstanding
6728	трагически	tragically
6729	кровяной	Adjective of кровь
6730	каблучок	
6731	манер	manner
6732	стройно	
6733	бюст	bust, bosom
6734	расплачиваться	pay off, be quits, get even, reckon, pay
6735	брюнетка	brunette, dark woman, dark girl
6736	неизъяснимый	inexplicable, ineffable
6737	бриллиант	diamond, brilliant
6738	подсаживаться	take a seat, sit down
6739	бессонница	insomnia, sleeplessness
6740	поработать	work, do some work
6741	банковый	
6742	разряд	category, rank, sort, grade, class, rating
6743	уплата	payment, paying
6744	замедление	slowing down, deceleration, ritardando, retarding, delay
6745	скаковой	race, racing
6746	вар	pitch
6747	командовать	give orders, command, be in command, order about
6748	проживать	live, reside, stay, sojourn, spend, run through
6749	охладить	cool, cool off, chill, quench, damp
6750	неженатый	unmarried, single
6751	удачный	successful, felicitous, fortunate
6752	червь	worm
6753	ровесник	person of the same age
6754	возвышение	rise, eminence, dais, rising ground, height, elevation
6755	долетать	fly so far, fly, reach
6756	песенник	song-book, singer, author of songs, song-writer
6757	провозгласить	proclaim
6758	тост	toast
6759	храбрый	brave, courageous, valiant, gallant
6760	краснощекий	red-cheeked
6761	сложение	adding, composing, addition, constitution, build
6762	вытянуться	
6763	подкидывать	
6764	обрасти	acquire, accumulate
6765	удовлетвориться	
6766	вырывать	pull out, tear out, pull up, extort, wring, wrest, dig, dig up, unearth, exhume
6767	возбудительный	
6768	доезжать	reach, arrive, pester, worry to death
6769	постанов	
6770	щипать	pinch, nip, tweak, bite, shred, nibble, browse, pluck
6771	отсылать	dispatch, send back, refer
6772	вылиться	run out, flow out, pour out, be expressed, express itself
6773	безобидный	inoffensive, harmless
6774	откашляться	
6775	решимость	resolution, resoluteness; determination
6776	вицмундир	
6777	запнуться	stumble, halt, hesitate, stammer, falter, stop short
6778	умолкнуть	lapse into silence, stop
6779	игнорировать	ignore, disregard
6780	обвинить	accuse, charge, blame, prosecute, indict
6781	рядовой	ordinary, common, private, man
6782	пропадать	get lost; disappear, vanish
6783	обнажиться	
6784	ослабить	weaken, loosen, relax
6785	веялка	winnowing-machine, winnower
6786	конный	mounted, horse-drawn
6787	полынь	wormwood, absinth
6788	негодный	unfit, worthless, good-for-nothing
6789	трясти	shake, jolt
6790	запускать	launch; neglect, allow to deteriorate, let slide
6791	стеречь	guard, watch
6792	каяться	repent
6793	удостоивать	
6794	деликатный	delicate, considerate, tactful, ticklish
6795	суровский	
6796	соблазнять	entice, allure, tempt, seduce
6797	лысый	bald, bald-headed
6798	голландский	Dutch
6799	узор	pattern, design, tracery
6800	ведро	bucket, pail; twenty-one pints
6801	ситцевый	Adjective of ситец
6802	землица	
6803	мерин	gelding
6804	наземь	to the ground, down
6805	убраться	
6806	прислуживать	wait, attend
6807	улететь	fly, vanish, pass
6808	последовательный	successive, consecutive, consistent, logical
6809	страна	country, land
6810	усовершенствовать	perfect, improve
6811	охотный	willing
6812	выслушивать	listen, hear out, sound, auscultate
6813	причем	Moreover, in addition, and, at that, with; How is that relevant
6814	уложиться	pack, be packing, go, keep, confine oneself, lie down
6815	ямочка	dimple
6816	ошибочно	by mistake, erroneously
6817	неучтивость	discourtesy, impoliteness, incivility
6818	нюхать	smell(verb)
6819	закоренелый	inveterate, ingrained, deep-rooted
6820	складный	well-knit, well set-up, well-built, well-rounded, neat, well ordered, well-made
6821	лошаденка	
6822	пожаловаться	complain, make complaints
6823	задаток	advance deposit, earnest
6824	денежка	half-copeck coin, a bit of money
6825	овсяный	oat
6826	уничтожаться	
6827	эмансипация	emancipation
6828	неопровержимый	irrefutable, unanswerable, undeniable, indisputable, incontestable
6829	пропить	ruin through excessive drinking
6830	устранить	eliminate
6831	бухгалтерия	book-keeping, accounts department, counting-house
6832	перепортить	spoil, ruin
6833	таскать	carry, drag, pull, lug, wear, pinch, swipe, pilfer, filch
6834	першерон	percheron
6835	затрачивать	spend, expend
6836	ведущий	news reporter
6837	учесть	take into account, take into consideration, bear in mind
6838	вонючий	smelly
6839	вкратце	
6840	катехизис	catechism
6841	умение	ability, skill, know-how
6842	обязательный	obligatory, compulsory, obliging
6843	тюфяк	mattress, lump
6844	европейски	
6845	приведение	ghost
6846	озимый	winter
6847	невыгода	
6848	высказываться	speak, declare, support, oppose
6849	потребоваться	need, require, take
6850	передвоить	
6851	испольный	
6852	превратно	wrongly
6853	кабинетный	abstract, theoretical
6854	август	August
6855	приложимый	
6856	починка	repairing, mending
6857	развиться	
6858	наиболее	most
6859	мичель	
6860	прикладываться	take aim
6861	поставка	delivery
6862	голенище	top
6863	мясистый	fleshy, meaty, pulpy; beefy
6864	привыкать	get used to
6865	довольство	contentment, satisfaction, content, ease, prosperity
6866	плодотворный	fruitful
6867	введение	introduction, preface
6868	наградить	reward, decorate, award, confer a decoration, endow
6869	пуще	
6870	денисыч	
6871	пенить	froth
6872	смиренный	humble, meek, submissive
6873	судорога	cramp, convulsion
6874	стонать	moan, groan, suffer, languish
6875	безразличный	indifferent, nonchalant
6876	обнажить	bare, uncover, expose, unsheathe, draw, lay bare, reveal
6877	кидать	throw, cast, fling
6878	пениться	foam, froth
6879	хватить	be enough
6880	ненадолго	for a short while, not for long
6881	лихо	evil, misfortune; Dashingly
6882	тереть	rub, polish, rub sore, chafe, abrade, grate, grind
6883	развязаться	
6884	национальный	national, State
6885	серенада	serenade
6886	распределять	distribute, allot, assess, assign
6887	блин	pancake
6888	балетный	ballet, balletic
6889	ослаблять	weaken, loosen, relax
6890	обкладчик	
6891	взъерошить	
6892	бородка	small beard, tuft, bit
6893	прятаться	hide, conceal oneself
6894	рожок	small horn, hornlet, horn, clarion, bugle, feeding-bottle, shoe-horn
6895	тусклый	dim, dull, dingy, wan, lacklustre, lustreless, tarnished, dreary
6896	устремиться	to be fixed on, to direct
6897	выпрастывать	get out, free, empty
6898	бес	demon
6899	измучаться	
6900	пропитать	impregnate, saturate, soak, steep
